Cod_setor,responsavelHomem,responsavelMulher,proporcaoHomem,proporcaoMulher
240810205070133,172,121,0.5870307167235495,0.4129692832764505
240810205070134,206,132,0.6094674556213018,0.3905325443786982
240810205070135,126,60,0.6774193548387096,0.3225806451612903
240810205070136,178,144,0.5527950310559007,0.4472049689440994
240810205070137,207,67,0.7554744525547445,0.24452554744525548
240810205070138,62,35,0.6391752577319587,0.36082474226804123
240810205070139,67,44,0.6036036036036037,0.3963963963963964
240810205070140,238,106,0.6918604651162791,0.3081395348837209
240810205070141,285,132,0.6834532374100719,0.31654676258992803
240810205070142,286,151,0.6544622425629291,0.34553775743707094
240810205070143,248,116,0.6813186813186813,0.31868131868131866
240810205070144,92,42,0.6865671641791045,0.31343283582089554
240810205070145,95,36,0.7251908396946565,0.2748091603053435
240810205070146,89,69,0.5632911392405063,0.43670886075949367
240810205070147,355,162,0.6866537717601547,0.31334622823984526
240810205070148,133,90,0.5964125560538116,0.40358744394618834
240810205070149,103,84,0.5508021390374331,0.44919786096256686
240810205070150,156,131,0.5435540069686411,0.4564459930313589
240810205070151,95,34,0.7364341085271318,0.26356589147286824
240810205070152,179,159,0.5295857988165681,0.47041420118343197
240810205070153,81,65,0.5547945205479452,0.4452054794520548
240810205070154,211,87,0.7080536912751678,0.29194630872483224
240810205070155,137,99,0.5805084745762712,0.4194915254237288
240810205070156,0,0,NaN,NaN
240810205070157,81,49,0.6230769230769231,0.3769230769230769
240810205070158,66,19,0.7764705882352941,0.2235294117647059
240810205070159,71,89,0.44375,0.55625
240810205070160,159,98,0.6186770428015564,0.38132295719844356
240810205070161,155,115,0.5740740740740741,0.42592592592592593
240810205070162,135,100,0.574468085106383,0.425531914893617
240810205070163,48,37,0.5647058823529412,0.43529411764705883
240810205070164,183,81,0.6931818181818182,0.3068181818181818
240810205070165,120,83,0.5911330049261084,0.4088669950738916
240810205070166,175,115,0.603448275862069,0.39655172413793105
240810205070167,69,51,0.575,0.425
240810205070168,91,87,0.5112359550561798,0.4887640449438202
240810205070169,105,83,0.5585106382978723,0.44148936170212766
240810205070170,47,37,0.5595238095238095,0.44047619047619047
240810205070171,34,20,0.6296296296296297,0.37037037037037035
240810205070172,96,109,0.4682926829268293,0.5317073170731708
240810205070173,95,82,0.536723163841808,0.4632768361581921
240810205070174,62,44,0.5849056603773585,0.41509433962264153
240810205070175,88,43,0.6717557251908397,0.3282442748091603
240810205070176,196,124,0.6125,0.3875
240810205070177,100,66,0.6024096385542169,0.39759036144578314
240810205070178,141,84,0.6266666666666667,0.37333333333333335
240810205070179,102,64,0.6144578313253012,0.3855421686746988
240810205070180,323,104,0.7564402810304449,0.24355971896955503
240810205070181,119,93,0.5613207547169812,0.4386792452830189
240810205070182,201,240,0.4557823129251701,0.54421768707483
240810205070183,240,140,0.631578947368421,0.3684210526315789
240810205070184,247,129,0.6569148936170213,0.34308510638297873
240810205070185,186,85,0.6863468634686347,0.31365313653136534
240810205070186,124,48,0.7209302325581395,0.27906976744186046
240810205070187,165,86,0.6573705179282868,0.3426294820717131
240810205070188,282,192,0.5949367088607594,0.4050632911392405
240810205070189,135,70,0.6585365853658537,0.34146341463414637
240810205070190,173,85,0.6705426356589147,0.32945736434108525
240810205070191,96,41,0.7007299270072993,0.29927007299270075
240810205080001,165,182,0.4755043227665706,0.5244956772334294
240810205080002,0,0,NaN,NaN
240810205080003,103,90,0.533678756476684,0.46632124352331605
240810205080004,145,135,0.5178571428571429,0.48214285714285715
240810205080005,0,0,NaN,NaN
240810205080006,0,0,NaN,NaN
240810205080007,77,117,0.39690721649484534,0.6030927835051546
240810205080008,128,113,0.5311203319502075,0.46887966804979253
240810205080009,163,105,0.6082089552238806,0.3917910447761194
240810205080010,248,157,0.6123456790123457,0.38765432098765434
240810205080011,38,53,0.4175824175824176,0.5824175824175825
240810205080012,164,161,0.5046153846153846,0.49538461538461537
240810205080013,198,127,0.6092307692307692,0.39076923076923076
240810205080014,64,79,0.44755244755244755,0.5524475524475524
240810205080015,138,135,0.5054945054945055,0.4945054945054945
240810205080016,179,146,0.5507692307692308,0.4492307692307692
240810205080017,170,119,0.5882352941176471,0.4117647058823529
240810205080018,145,138,0.5123674911660777,0.4876325088339223
240810205080019,143,122,0.539622641509434,0.46037735849056605
240810205080020,200,165,0.547945205479452,0.4520547945205479
240810205080021,103,94,0.5228426395939086,0.47715736040609136
240810205080022,75,34,0.6880733944954128,0.3119266055045872
240810205080023,157,161,0.4937106918238994,0.5062893081761006
240810205080024,91,60,0.6026490066225165,0.3973509933774834
240810205080025,29,4,0.8787878787878788,0.12121212121212122
240810205080026,100,101,0.4975124378109453,0.5024875621890548
240810205080027,303,199,0.603585657370518,0.39641434262948205
240810205080028,156,115,0.5756457564575646,0.42435424354243545
240810205080029,189,130,0.5924764890282131,0.40752351097178685
240810205080030,0,0,NaN,NaN
240810205080031,3,8,0.2727272727272727,0.7272727272727273
240810205080032,160,147,0.5211726384364821,0.4788273615635179
240810205080033,119,111,0.5173913043478261,0.4826086956521739
240810205080035,94,63,0.5987261146496815,0.4012738853503185
240810205080036,163,116,0.5842293906810035,0.4157706093189964
240810205080037,197,140,0.5845697329376854,0.41543026706231456
240810205080038,115,131,0.46747967479674796,0.532520325203252
240810205080039,152,124,0.5507246376811594,0.4492753623188406
240810205080040,136,135,0.5018450184501845,0.4981549815498155
240810205080041,154,150,0.506578947368421,0.4934210526315789
240810205080042,134,71,0.6536585365853659,0.3463414634146341
240810205080043,43,88,0.3282442748091603,0.6717557251908397
240810205080044,33,39,0.4583333333333333,0.5416666666666666
240810205080045,68,113,0.3756906077348066,0.6243093922651933
240810205080046,74,72,0.5068493150684932,0.4931506849315068
240810205080047,85,105,0.4473684210526316,0.5526315789473685
240810205080048,209,132,0.6129032258064516,0.3870967741935484
240810205080049,168,101,0.6245353159851301,0.3754646840148699
240810205080052,107,156,0.4068441064638783,0.5931558935361216
240810205080053,177,142,0.554858934169279,0.445141065830721
240810205080054,164,133,0.5521885521885522,0.4478114478114478
240810205080055,144,125,0.5353159851301115,0.4646840148698885
240810205080056,124,116,0.5166666666666667,0.48333333333333334
240810205080057,182,138,0.56875,0.43125
240810205080058,0,0,NaN,NaN
240810205080059,194,148,0.5672514619883041,0.4327485380116959
240810205080060,145,132,0.5234657039711191,0.47653429602888087
240810205080063,182,117,0.6086956521739131,0.391304347826087
240810205080065,0,0,NaN,NaN
240810205080066,128,179,0.4169381107491857,0.5830618892508144
240810205080067,0,0,NaN,NaN
240810205080068,140,131,0.5166051660516605,0.4833948339483395
240810205080069,192,122,0.6114649681528662,0.3885350318471338
240810205080070,260,121,0.6824146981627297,0.31758530183727035
240810205080071,168,123,0.5773195876288659,0.422680412371134
240810205080074,0,0,NaN,NaN
240810205080075,79,178,0.30739299610894943,0.6926070038910506
240810205080077,81,38,0.680672268907563,0.31932773109243695
240810205080078,182,171,0.5155807365439093,0.48441926345609065
240810205080079,165,132,0.5555555555555556,0.4444444444444444
240810205080080,182,145,0.5565749235474006,0.4434250764525994
240810205080081,265,135,0.6625,0.3375
240810205080082,169,95,0.6401515151515151,0.35984848484848486
240810205080083,445,233,0.6563421828908554,0.34365781710914456
240810205080084,0,0,NaN,NaN
240810205080085,196,165,0.5429362880886427,0.45706371191135736
240810205080086,129,75,0.6323529411764706,0.36764705882352944
240810205080087,0,0,NaN,NaN
240810205080088,132,112,0.5409836065573771,0.45901639344262296
240810205080089,140,157,0.4713804713804714,0.5286195286195287
240810205080090,147,141,0.5104166666666666,0.4895833333333333
240810205080091,140,156,0.47297297297297297,0.527027027027027
240810205080092,109,70,0.6089385474860335,0.39106145251396646
240810205080093,156,98,0.6141732283464567,0.3858267716535433
240810205080094,163,130,0.5563139931740614,0.44368600682593856
240810205080095,193,136,0.5866261398176292,0.4133738601823708
240810205080096,70,155,0.3111111111111111,0.6888888888888889
240810205080097,189,134,0.5851393188854489,0.4148606811145511
240810205080098,79,69,0.5337837837837838,0.46621621621621623
240810205080099,176,154,0.5333333333333333,0.4666666666666667
240810205080100,189,142,0.5709969788519638,0.42900302114803623
240810205080101,195,121,0.6170886075949367,0.3829113924050633
240810205080102,148,140,0.5138888888888888,0.4861111111111111
240810205080103,225,79,0.7401315789473685,0.2598684210526316
240810205080104,144,137,0.5124555160142349,0.4875444839857651
240810205080105,116,33,0.7785234899328859,0.2214765100671141
240810205080106,141,155,0.47635135135135137,0.5236486486486487
240810205080107,260,140,0.65,0.35
240810205080108,153,113,0.575187969924812,0.424812030075188
240810205080109,233,115,0.6695402298850575,0.33045977011494254
240810205080110,73,45,0.6186440677966102,0.3813559322033898
240810205080111,101,52,0.6601307189542484,0.33986928104575165
240810205080112,26,1,0.9629629629629629,0.037037037037037035
240810205080113,93,94,0.49732620320855614,0.5026737967914439
240810205080115,56,69,0.448,0.552
240810205080116,150,104,0.5905511811023622,0.4094488188976378
240810205080117,44,69,0.3893805309734513,0.6106194690265486
240810205080118,114,90,0.5588235294117647,0.4411764705882353
240810205080119,144,118,0.549618320610687,0.45038167938931295
240810205080120,141,169,0.45483870967741935,0.5451612903225806
240810205080121,111,53,0.676829268292683,0.3231707317073171
240810205080122,183,156,0.5398230088495575,0.46017699115044247
240810205080123,89,89,0.5,0.5
240810205080124,131,79,0.6238095238095238,0.3761904761904762
240810205080125,284,73,0.7955182072829131,0.20448179271708683
240810205080126,217,56,0.7948717948717948,0.20512820512820512
240810205080127,118,91,0.5645933014354066,0.4354066985645933
240810205080128,114,111,0.5066666666666667,0.49333333333333335
240810205080129,78,63,0.5531914893617021,0.44680851063829785
240810205080130,95,82,0.536723163841808,0.4632768361581921
240810205080131,45,50,0.47368421052631576,0.5263157894736842
240810205080132,113,89,0.5594059405940595,0.4405940594059406
240810205080133,47,103,0.31333333333333335,0.6866666666666666
240810205080134,122,86,0.5865384615384616,0.41346153846153844
240810205080135,377,188,0.6672566371681415,0.3327433628318584
240810205080136,100,69,0.591715976331361,0.40828402366863903
240810205080137,122,72,0.6288659793814433,0.3711340206185567
240810205080138,138,156,0.46938775510204084,0.5306122448979592
240810205080139,142,136,0.5107913669064749,0.4892086330935252
240810205080140,94,62,0.6025641025641025,0.3974358974358974
240810205080141,83,83,0.5,0.5
240810205080142,101,49,0.6733333333333333,0.32666666666666666
240810205080143,0,0,NaN,NaN
240810205080144,130,79,0.6220095693779905,0.37799043062200954
240810205080145,124,65,0.656084656084656,0.3439153439153439
240810205080146,32,42,0.43243243243243246,0.5675675675675675
240810205080147,95,71,0.572289156626506,0.42771084337349397
240810205080148,162,180,0.47368421052631576,0.5263157894736842
240810205080149,192,288,0.4,0.6
240810205080150,122,81,0.6009852216748769,0.39901477832512317
240810205080151,67,36,0.6504854368932039,0.34951456310679613
240810205080152,70,50,0.5833333333333334,0.4166666666666667
240810205080153,62,58,0.5166666666666667,0.48333333333333334
240810205080154,77,66,0.5384615384615384,0.46153846153846156
240810205080155,122,121,0.5020576131687243,0.49794238683127573
240810205080156,70,65,0.5185185185185185,0.48148148148148145
240810205080157,58,73,0.44274809160305345,0.5572519083969466
240810205080158,112,80,0.5833333333333334,0.4166666666666667
240810205080159,135,116,0.5378486055776892,0.46215139442231074
240810205080160,156,116,0.5735294117647058,0.4264705882352941
240810205080161,58,54,0.5178571428571429,0.48214285714285715
240810205080162,31,20,0.6078431372549019,0.39215686274509803
240810205080163,54,44,0.5510204081632653,0.4489795918367347
240810205080164,65,46,0.5855855855855856,0.4144144144144144
240810205090001,118,149,0.4419475655430712,0.5580524344569289
240810205090002,131,169,0.43666666666666665,0.5633333333333334
240810205090003,133,205,0.39349112426035504,0.606508875739645
240810205090004,124,129,0.4901185770750988,0.5098814229249012
240810205090005,209,127,0.6220238095238095,0.37797619047619047
240810205090007,99,194,0.3378839590443686,0.6621160409556314
240810205090008,131,185,0.41455696202531644,0.5854430379746836
240810205090009,114,91,0.5560975609756098,0.44390243902439025
240810205090010,108,70,0.6067415730337079,0.39325842696629215
240810205090011,164,161,0.5046153846153846,0.49538461538461537
240810205090012,184,142,0.5644171779141104,0.43558282208588955
240810205090013,107,88,0.5487179487179488,0.4512820512820513
240810205090014,150,173,0.46439628482972134,0.5356037151702786
240810205090015,169,142,0.5434083601286174,0.4565916398713826
240810205090016,217,118,0.6477611940298508,0.3522388059701492
240810205090017,199,122,0.6199376947040498,0.38006230529595014
240810205090018,203,117,0.634375,0.365625
240810205090019,151,98,0.606425702811245,0.39357429718875503
240810205090020,148,64,0.6981132075471698,0.3018867924528302
240810205090021,222,144,0.6065573770491803,0.39344262295081966
240810205090022,141,104,0.5755102040816327,0.42448979591836733
240810205090023,177,110,0.6167247386759582,0.3832752613240418
240810205090024,140,90,0.6086956521739131,0.391304347826087
240810205090025,234,147,0.6141732283464567,0.3858267716535433
240810205090026,229,155,0.5963541666666666,0.4036458333333333
240810205090027,63,71,0.4701492537313433,0.5298507462686567
240810205090028,189,170,0.5264623955431755,0.4735376044568245
240810205090029,213,98,0.684887459807074,0.31511254019292606
240810205090030,364,177,0.6728280961182994,0.32717190388170053
240810205090031,31,18,0.6326530612244898,0.3673469387755102
240810205090032,247,160,0.6068796068796068,0.3931203931203931
240810205090033,233,165,0.585427135678392,0.41457286432160806
240810205090034,136,157,0.4641638225255973,0.5358361774744027
240810205090035,227,268,0.4585858585858586,0.5414141414141415
240810205090036,216,60,0.782608695652174,0.21739130434782608
240810205090037,122,90,0.5754716981132075,0.42452830188679247
240810205090038,271,287,0.48566308243727596,0.514336917562724
240810205090039,91,259,0.26,0.74
240810205090040,189,185,0.5053475935828877,0.4946524064171123
240810205090041,254,145,0.6365914786967418,0.3634085213032581
240810205090042,184,111,0.6237288135593221,0.376271186440678
240810205090043,215,100,0.6825396825396826,0.31746031746031744
240810205090044,118,159,0.4259927797833935,0.5740072202166066
240810205090045,141,93,0.6025641025641025,0.3974358974358974
240810205090046,177,89,0.6654135338345865,0.33458646616541354
240810205090047,216,103,0.677115987460815,0.322884012539185
240810205090048,230,100,0.696969696969697,0.30303030303030304
240810205090049,130,142,0.47794117647058826,0.5220588235294118
240810205090050,199,63,0.7595419847328244,0.24045801526717558
240810205090051,57,55,0.5089285714285714,0.49107142857142855
240810205090052,111,254,0.3041095890410959,0.6958904109589041
240810205090053,144,148,0.4931506849315068,0.5068493150684932
240810205090055,225,108,0.6756756756756757,0.32432432432432434
240810205090056,186,86,0.6838235294117647,0.3161764705882353
240810205090057,343,161,0.6805555555555556,0.3194444444444444
240810205090058,209,106,0.6634920634920635,0.33650793650793653
240810205090059,143,72,0.6651162790697674,0.33488372093023255
240810205090060,232,146,0.6137566137566137,0.3862433862433862
240810205090061,72,127,0.36180904522613067,0.6381909547738693
240810205090062,236,108,0.686046511627907,0.313953488372093
240810205090063,132,46,0.7415730337078652,0.25842696629213485
240810205090064,150,111,0.5747126436781609,0.42528735632183906
240810205090065,175,102,0.631768953068592,0.36823104693140796
240810205090066,184,170,0.519774011299435,0.480225988700565
240810205090067,183,123,0.5980392156862745,0.4019607843137255
240810205090068,167,134,0.5548172757475083,0.44518272425249167
240810205090069,148,68,0.6851851851851852,0.3148148148148148
240810205090070,190,139,0.5775075987841946,0.42249240121580545
240810205090071,192,137,0.5835866261398176,0.41641337386018235
240810205090072,160,141,0.53156146179402,0.4684385382059801
240810205090073,126,244,0.34054054054054056,0.6594594594594595
240810205090074,112,66,0.6292134831460674,0.3707865168539326
240810205090075,200,110,0.6451612903225806,0.3548387096774194
240810205090076,154,77,0.6666666666666666,0.3333333333333333
240810205090077,54,25,0.6835443037974683,0.31645569620253167
240810205090078,117,168,0.4105263157894737,0.5894736842105263
240810205090079,202,176,0.5343915343915344,0.4656084656084656
240810205090080,165,125,0.5689655172413793,0.43103448275862066
240810205090081,109,115,0.48660714285714285,0.5133928571428571
240810205090082,149,103,0.5912698412698413,0.4087301587301587
240810205090083,190,115,0.6229508196721312,0.3770491803278688
240810205090084,248,106,0.7005649717514124,0.2994350282485876
240810205090085,133,100,0.5708154506437768,0.4291845493562232
240810205090086,191,113,0.6282894736842105,0.3717105263157895
240810205090087,167,108,0.6072727272727273,0.3927272727272727
240810205090088,156,119,0.5672727272727273,0.43272727272727274
240810205090089,185,151,0.5505952380952381,0.4494047619047619
240810205090090,103,232,0.3074626865671642,0.6925373134328359
240810205090091,157,122,0.5627240143369175,0.43727598566308246
240810205090092,232,139,0.6253369272237197,0.3746630727762803
240810205090093,211,101,0.6762820512820513,0.32371794871794873
240810205090094,171,114,0.6,0.4
240810205090095,73,60,0.5488721804511278,0.45112781954887216
240810205090096,35,33,0.5147058823529411,0.4852941176470588
240810205090097,111,172,0.392226148409894,0.607773851590106
240810205090098,208,135,0.6064139941690962,0.3935860058309038
240810205090099,182,134,0.5759493670886076,0.4240506329113924
240810205090100,133,146,0.4767025089605735,0.5232974910394266
240810205090101,143,106,0.5742971887550201,0.42570281124497994
240810205090102,119,95,0.5560747663551402,0.4439252336448598
240810205090103,109,87,0.5561224489795918,0.44387755102040816
240810205090104,157,147,0.5164473684210527,0.48355263157894735
240810205090106,265,156,0.6294536817102138,0.37054631828978624
240810205090107,120,87,0.5797101449275363,0.42028985507246375
240810205090108,186,118,0.6118421052631579,0.3881578947368421
240810205090109,132,122,0.5196850393700787,0.48031496062992124
240810205090111,146,141,0.5087108013937283,0.4912891986062718
240810205090112,106,166,0.3897058823529412,0.6102941176470589
240810205090113,0,0,NaN,NaN
240810205090114,210,135,0.6086956521739131,0.391304347826087
240810205090115,152,134,0.5314685314685315,0.46853146853146854
240810205090116,80,152,0.3448275862068966,0.6551724137931034
240810205090117,156,99,0.611764705882353,0.38823529411764707
240810205090118,214,164,0.5661375661375662,0.43386243386243384
240810205090119,170,100,0.6296296296296297,0.37037037037037035
240810205090120,160,138,0.5369127516778524,0.46308724832214765
240810205090121,143,100,0.588477366255144,0.411522633744856
240810205090122,125,90,0.5813953488372093,0.4186046511627907
240810205090123,192,164,0.5393258426966292,0.4606741573033708
240810205090124,117,159,0.42391304347826086,0.5760869565217391
240810205090125,126,113,0.5271966527196653,0.47280334728033474
240810205090126,170,100,0.6296296296296297,0.37037037037037035
240810205090127,271,127,0.6809045226130653,0.31909547738693467
240810205090128,185,119,0.6085526315789473,0.39144736842105265
240810205090129,79,141,0.35909090909090907,0.6409090909090909
240810205090130,182,128,0.5870967741935483,0.4129032258064516
240810205090131,146,139,0.512280701754386,0.48771929824561405
240810205090132,218,114,0.6566265060240963,0.3433734939759036
240810205090133,150,126,0.5434782608695652,0.45652173913043476
240810205090134,115,80,0.5897435897435898,0.41025641025641024
240810205090135,195,153,0.5603448275862069,0.4396551724137931
240810205090136,128,138,0.48120300751879697,0.518796992481203
240810205090137,164,113,0.592057761732852,0.40794223826714804
240810205090138,152,117,0.5650557620817844,0.4349442379182156
240810205090139,185,87,0.6801470588235294,0.31985294117647056
240810205090140,145,160,0.47540983606557374,0.5245901639344263
240810205090141,109,61,0.6411764705882353,0.3588235294117647
240810205090142,165,144,0.5339805825242718,0.46601941747572817
240810205090143,134,133,0.50187265917603,0.49812734082397003
240810205090144,183,126,0.5922330097087378,0.4077669902912621
240810205090145,128,105,0.5493562231759657,0.45064377682403434
240810205090146,130,81,0.6161137440758294,0.38388625592417064
240810205090147,233,171,0.5767326732673267,0.42326732673267325
240810205090148,178,122,0.5933333333333334,0.4066666666666667
240810205090149,159,99,0.6162790697674418,0.38372093023255816
240810205090150,129,103,0.5560344827586207,0.44396551724137934
240810205090151,125,71,0.6377551020408163,0.3622448979591837
240810205090152,156,130,0.5454545454545454,0.45454545454545453
240810205090153,107,92,0.5376884422110553,0.4623115577889447
240810205090154,192,81,0.7032967032967034,0.2967032967032967
240810205090155,326,166,0.6626016260162602,0.33739837398373984
240810205090156,178,46,0.7946428571428571,0.20535714285714285
240810205090157,108,154,0.4122137404580153,0.5877862595419847
240810205090158,173,109,0.6134751773049646,0.38652482269503546
240810205090159,265,211,0.5567226890756303,0.4432773109243697
240810205090160,112,194,0.3660130718954248,0.6339869281045751
240810205090161,105,61,0.6325301204819277,0.3674698795180723
240810205090162,317,104,0.7529691211401425,0.24703087885985747
240810205090163,322,292,0.5244299674267101,0.4755700325732899
240810205090164,124,84,0.5961538461538461,0.40384615384615385
240810205090165,156,82,0.6554621848739496,0.3445378151260504
240810205090166,168,157,0.5169230769230769,0.48307692307692307
240810205090167,201,193,0.5101522842639594,0.48984771573604063
240810205090168,214,101,0.6793650793650794,0.32063492063492066
240810205090169,246,125,0.6630727762803235,0.33692722371967654
240810205090170,133,92,0.5911111111111111,0.4088888888888889
240810205090171,90,41,0.6870229007633588,0.31297709923664124
240810205090172,485,203,0.7049418604651163,0.29505813953488375
240810205090173,108,53,0.6708074534161491,0.32919254658385094
240810205090174,69,38,0.6448598130841121,0.35514018691588783
240810205090175,251,112,0.6914600550964187,0.3085399449035813
240810205090176,172,82,0.6771653543307087,0.3228346456692913
240810205090177,135,42,0.7627118644067796,0.23728813559322035
240810205090178,71,59,0.5461538461538461,0.45384615384615384
240810205090179,75,40,0.6521739130434783,0.34782608695652173
240810205090180,177,98,0.6436363636363637,0.3563636363636364
240810205090181,65,55,0.5416666666666666,0.4583333333333333
240810205090182,182,85,0.6816479400749064,0.31835205992509363
240810205090183,268,120,0.6907216494845361,0.30927835051546393
240810205090184,163,122,0.5719298245614035,0.4280701754385965
240810205090185,64,36,0.64,0.36
240810205090186,120,69,0.6349206349206349,0.36507936507936506
240810205090187,114,127,0.4730290456431535,0.5269709543568465
240810205090188,142,77,0.6484018264840182,0.3515981735159817
240810205090189,152,50,0.7524752475247525,0.24752475247524752
240810205090190,286,125,0.6958637469586375,0.30413625304136255
240810205090191,59,51,0.5363636363636364,0.4636363636363636
240810205090192,76,82,0.4810126582278481,0.5189873417721519
240810205090193,198,144,0.5789473684210527,0.42105263157894735
240810205090194,79,46,0.632,0.368
240810205090195,47,110,0.29936305732484075,0.7006369426751592
240810205090196,99,61,0.61875,0.38125
240810205090197,42,19,0.6885245901639344,0.3114754098360656
240810205090198,92,83,0.5257142857142857,0.4742857142857143
240810205090199,32,62,0.3404255319148936,0.6595744680851063
240810205090200,132,55,0.7058823529411765,0.29411764705882354
240810205090201,96,71,0.5748502994011976,0.4251497005988024
240810205090202,59,34,0.6344086021505376,0.3655913978494624
240810205090203,95,67,0.5864197530864198,0.41358024691358025
240810205090204,181,84,0.6830188679245283,0.3169811320754717
240810205090205,87,67,0.564935064935065,0.43506493506493504
240810205090206,110,62,0.6395348837209303,0.36046511627906974
240810205090207,145,67,0.6839622641509434,0.3160377358490566
240810205090208,40,51,0.43956043956043955,0.5604395604395604
240810205090209,131,87,0.6009174311926605,0.39908256880733944
240810205090210,80,76,0.5128205128205128,0.48717948717948717
240810205090211,61,57,0.5169491525423728,0.4830508474576271
240810205090212,42,26,0.6176470588235294,0.38235294117647056
240810205090213,89,70,0.559748427672956,0.44025157232704404
240810205090214,52,32,0.6190476190476191,0.38095238095238093
240810205090215,80,45,0.64,0.36
240810205090216,168,86,0.6614173228346457,0.33858267716535434
240810205090217,156,99,0.611764705882353,0.38823529411764707
240810205090218,76,69,0.5241379310344828,0.47586206896551725
240810205090219,73,119,0.3802083333333333,0.6197916666666666
240810205090220,197,117,0.6273885350318471,0.37261146496815284
240810205090221,48,95,0.3356643356643357,0.6643356643356644
240810205090222,49,31,0.6125,0.3875
240810205090223,99,40,0.7122302158273381,0.28776978417266186
240810205090224,107,70,0.6045197740112994,0.3954802259887006
240810205090225,106,86,0.5520833333333334,0.4479166666666667
240810205090226,89,57,0.6095890410958904,0.3904109589041096
240810205090227,55,39,0.5851063829787234,0.4148936170212766
240810205090228,53,59,0.4732142857142857,0.5267857142857143
240810205090229,42,51,0.45161290322580644,0.5483870967741935
240810205090230,229,98,0.7003058103975535,0.2996941896024465
240810205090231,67,39,0.6320754716981132,0.36792452830188677
240810205090232,136,93,0.5938864628820961,0.40611353711790393
240810205090233,124,79,0.6108374384236454,0.3891625615763547
240810205090234,64,49,0.5663716814159292,0.4336283185840708
240810205090235,114,52,0.6867469879518072,0.3132530120481928
240810205090236,217,52,0.8066914498141264,0.19330855018587362
240810205090237,175,62,0.7383966244725738,0.2616033755274262
240810205090238,29,66,0.30526315789473685,0.6947368421052632
240810205090239,151,57,0.7259615384615384,0.27403846153846156
240810205090240,265,113,0.701058201058201,0.29894179894179895
240810205090241,244,202,0.547085201793722,0.452914798206278
240810205090242,346,174,0.6653846153846154,0.3346153846153846
240810205090243,84,40,0.6774193548387096,0.3225806451612903
240810205090244,145,79,0.6473214285714286,0.35267857142857145
